ID,Title,Content,Excerpt,Date,"Post Type",Permalink,"WPML Translation ID","WPML Language Code","Parent Product ID",Sku,Price,"Regular Price","Sale Price","Stock Status",Stock,"External Product URL","Total Sales","Shipping Class","Image URL","Image Title","Image Caption","Image Description","Image Alt Text","Image Featured","Attachment URL","Product Type","Видимість товару","Категорії товарів","Позначки товарів","Пріоритети перекладу","Product Visibility",Status,"Author ID","Author Username","Author Email","Author First Name","Author Last Name",Slug,Format,Template,"Parent Slug",Order,"Comment Status","Ping Status","Post Modified Date",Downloadable,Virtual,"Purchase Note",Featured,Weight,Length,Width,Height,"Sale Price Dates From","Sale Price Dates To","Sold Individually","Manage Stock",Up-Sells,Cross-Sells,"Downloadable Files Paths","Downloadable Files Names","Download Limit","Download Expiry","Download Type","Button Text",Backorders,"Tax Status","Tax Class","Product Image Gallery","Default Attributes","Product Attributes","Product Version","Variation Description","Wc Rating Count","Wc Review Count","Wc Average Rating",Children
30,"Вегетаріанський набір",,"Вегетаріанський рол, Авокадо міні рол, Огірок міні рол, Чука класичні суші","2023-03-30 06:57:03",product,https://dev.yapposushi.com/product/vegetarianskyj-nabir/,30,uk,0,,229.00,229.00,,instock,,,34,,https://dev.yapposushi.com/wp-content/uploads/2022/12/vegetarian_nabir.jpg,vegetarian_nabir,,,"Вегетаріанський набір",https://dev.yapposushi.com/wp-content/uploads/2022/12/vegetarian_nabir.jpg,,simple,visible,Набори,,,visible,publish,1,admin,yappo_admin@softgrowth.dev,dsfsdf,sdfsdfsdf,vegetarianskyj-nabir,,,0,30,closed,closed,"2023-04-04 11:30:21",no,no,,no,520,,,,,,no,no,,,,,-1,-1,,,no,taxable,standard,,,"a:1:{s:6:""weight"";a:6:{s:4:""name"";s:6:""weight"";s:5:""value"";s:3:""520"";s:8:""position"";i:0;s:10:""is_visible"";i:1;s:12:""is_variation"";i:0;s:11:""is_taxonomy"";i:0;}}",7.4.1,,,0,,
31,"Вершковий з лососем",,"Місо бульйон, вершки, лосось, водорості вакаме, рис, цибуля зелена","2022-12-16 12:15:03",product,https://dev.yapposushi.com/product/vershkovyj-z-lososem/,31,uk,0,,119.00,119.00,,instock,,,53,,https://dev.yapposushi.com/wp-content/uploads/2022/12/sup_vershkoviy_z_lososem.jpg,sup_vershkoviy_z_lososem,,,"Суп вершковий з лососем",https://dev.yapposushi.com/wp-content/uploads/2022/12/sup_vershkoviy_z_lososem.jpg,,simple,visible,Супи,,,visible,publish,1,admin,yappo_admin@softgrowth.dev,dsfsdf,sdfsdfsdf,vershkovyj-z-lososem,,,0,65,closed,closed,"2023-04-04 11:30:22",no,no,,no,320,,,,,,no,no,,,,,-1,-1,,,no,taxable,standard,,,"a:1:{s:6:""weight"";a:6:{s:4:""name"";s:6:""weight"";s:5:""value"";s:3:""320"";s:8:""position"";i:0;s:10:""is_visible"";i:1;s:12:""is_variation"";i:0;s:11:""is_taxonomy"";i:0;}}",7.4.1,,,0,,
32,"Весела Вечірка",,"Пінкі, Філадельфія Фреш, Дежавю, Каліфорнія в кунжуті, Ніндзя, Мідія хот міні рол, Yappo, 3 сири, Маямі, Фелікс креветка, Філадельфія Блек","2022-12-16 12:15:03",product,https://dev.yapposushi.com/product/vesela-vechirka/,32,uk,0,,1299.00,1299.00,,instock,,,153,,https://dev.yapposushi.com/wp-content/uploads/2022/12/veselavechirka_nabir.jpg,veselavechirka_nabir,,,"Набір Весела Вечірка",https://dev.yapposushi.com/wp-content/uploads/2022/12/veselavechirka_nabir.jpg,,simple,visible,Набори,,,visible,publish,1,admin,yappo_admin@softgrowth.dev,dsfsdf,sdfsdfsdf,vesela-vechirka,,,0,12,closed,closed,"2023-04-04 11:30:22",no,no,,no,2537,,,,,,no,no,,,,,-1,-1,,,no,taxable,standard,,,"a:1:{s:6:""weight"";a:6:{s:4:""name"";s:6:""weight"";s:5:""value"";s:4:""2537"";s:8:""position"";i:0;s:10:""is_visible"";i:1;s:12:""is_variation"";i:0;s:11:""is_taxonomy"";i:0;}}",7.4.1,,,0,,
33,Вишневий,,"тісто рисове, сир вершковий, вишня, банан, сироп, цукрова пудра","2022-12-16 12:15:03",product,https://dev.yapposushi.com/product/vyshnevyj/,33,uk,0,,109.00,109.00,,instock,,,32,,https://dev.yapposushi.com/wp-content/uploads/2022/12/vyshnevyi-1.jpg|https://dev.yapposushi.com/wp-content/uploads/2022/12/vyshnevyi.jpg,vyshnevyi|vyshnevyi,|,|,"Десерт Вишневий|Десерт Вишневий",https://dev.yapposushi.com/wp-content/uploads/2022/12/vyshnevyi-1.jpg,,simple,visible,Десерти,,,visible,publish,1,admin,yappo_admin@softgrowth.dev,dsfsdf,sdfsdfsdf,vyshnevyj,,,0,72,closed,closed,"2023-04-26 07:03:03",no,no,,no,156,,,,,,no,no,,,,,-1,-1,,,no,taxable,standard,,,"a:1:{s:6:""weight"";a:6:{s:4:""name"";s:6:""weight"";s:5:""value"";s:3:""156"";s:8:""position"";i:0;s:10:""is_visible"";i:1;s:12:""is_variation"";i:0;s:11:""is_taxonomy"";i:0;}}",7.4.1,,,0,,
34,"Вугор  класичні суші",,"вугор, унагі соус, кунжут, рис, норі","2022-12-16 12:15:03",product,https://dev.yapposushi.com/product/vugor-klasychni-sushi/,34,uk,0,,59.00,59.00,,instock,,,60,,https://dev.yapposushi.com/wp-content/uploads/2022/12/vugor_sushi.jpg|https://dev.yapposushi.com/wp-content/uploads/2022/12/Вугор-класичні-суші.jpg|https://dev.yapposushi.com/wp-content/uploads/2022/12/Вугор-класичні-суші-2.png,"vugor_sushi|Вугор класичні суші|Вугор класичні суші",||,||,"Вугор класичні суші|Вугор класичні суші|Вугор класичні суші",https://dev.yapposushi.com/wp-content/uploads/2022/12/vugor_sushi.jpg,,simple,visible,Суші,,,visible,publish,1,admin,yappo_admin@softgrowth.dev,dsfsdf,sdfsdfsdf,vugor-klasychni-sushi,,,0,76,closed,closed,"2023-06-05 11:44:49",no,no,,no,40,,,,,,no,no,,,,,-1,-1,,,no,taxable,standard,,,"a:1:{s:6:""weight"";a:6:{s:4:""name"";s:6:""weight"";s:5:""value"";s:2:""40"";s:8:""position"";i:0;s:10:""is_visible"";i:1;s:12:""is_variation"";i:0;s:11:""is_taxonomy"";i:0;}}",7.4.1,,,0,,
35,"Вугор гострі суші",,"вугор, спайсі соус, рис, норі","2022-12-16 12:15:03",product,https://dev.yapposushi.com/product/vugor-gostri-sushi/,35,uk,0,,59.00,59.00,,instock,,,49,,https://dev.yapposushi.com/wp-content/uploads/2022/12/Вугор-гострі-суші.jpg,"Вугор гострі суші",,,"Вугор гострі суші",https://dev.yapposushi.com/wp-content/uploads/2022/12/Вугор-гострі-суші.jpg,,simple,visible,Суші,,,visible,publish,1,admin,yappo_admin@softgrowth.dev,dsfsdf,sdfsdfsdf,vugor-gostri-sushi,,,0,80,closed,closed,"2023-06-05 11:45:26",no,no,,no,50,,,,,,no,no,,,,,-1,-1,,,no,taxable,standard,,,"a:1:{s:6:""weight"";a:6:{s:4:""name"";s:6:""weight"";s:5:""value"";s:2:""50"";s:8:""position"";i:0;s:10:""is_visible"";i:1;s:12:""is_variation"";i:0;s:11:""is_taxonomy"";i:0;}}",7.4.1,,,0,,
36,"Вугор міні рол",,"вугор, рис, норі, унагі соус, кунжут","2022-12-16 12:15:03",product,https://dev.yapposushi.com/product/vugor-mini-rol/,36,uk,0,,139.00,139.00,,instock,,,35,,https://dev.yapposushi.com/wp-content/uploads/2022/12/Вугор-міні-рол.png,"Вугор міні рол",,,"Вугор міні рол",https://dev.yapposushi.com/wp-content/uploads/2022/12/Вугор-міні-рол.png,,simple,visible,"Холодні Роли",,,visible,publish,1,admin,yappo_admin@softgrowth.dev,dsfsdf,sdfsdfsdf,vugor-mini-rol,,,0,139,closed,closed,"2023-06-05 11:16:09",no,no,,no,117,,,,,,no,no,,,,,-1,-1,,,no,taxable,standard,,,"a:1:{s:6:""weight"";a:6:{s:4:""name"";s:6:""weight"";s:5:""value"";s:3:""117"";s:8:""position"";i:0;s:10:""is_visible"";i:1;s:12:""is_variation"";i:0;s:11:""is_taxonomy"";i:0;}}",7.4.1,,,0,,
37,"Вугор Хот",,"краб-крем, омлет, вугор, курка, рис, норі, спайсі соус, медовий соус, кунжут","2022-12-16 12:19:03",product,https://dev.yapposushi.com/product/vugor-hot/,37,uk,0,,199.00,199.00,,instock,,,22,,https://dev.yapposushi.com/wp-content/uploads/2022/12/Вугор-Хот.jpg,"Вугор Хот",,,"Вугор Хот",https://dev.yapposushi.com/wp-content/uploads/2022/12/Вугор-Хот.jpg,,simple,visible,"Запечені Роли",,,visible,publish,1,admin,yappo_admin@softgrowth.dev,dsfsdf,sdfsdfsdf,vugor-hot,,,0,42,closed,closed,"2023-04-04 11:30:21",no,no,,yes,290,,,,,,no,no,,,,,-1,-1,,,no,taxable,standard,,,"a:1:{s:6:""weight"";a:6:{s:4:""name"";s:6:""weight"";s:5:""value"";s:3:""290"";s:8:""position"";i:0;s:10:""is_visible"";i:1;s:12:""is_variation"";i:0;s:11:""is_taxonomy"";i:0;}}",7.4.1,,,0,,
38,Гранд,,"Смайл, Лососік хот міні рол, Самурай, Yappo, Краб-Фіш","2022-12-16 12:15:03",product,https://dev.yapposushi.com/product/grand/,38,uk,0,,619.00,619.00,,instock,,,12,,https://dev.yapposushi.com/wp-content/uploads/2022/12/grand_nabir.jpg,grand_nabir,,,"Набір Гранд",https://dev.yapposushi.com/wp-content/uploads/2022/12/grand_nabir.jpg,,simple,visible,Набори,,,visible,publish,1,admin,yappo_admin@softgrowth.dev,dsfsdf,sdfsdfsdf,grand,,,0,19,closed,closed,"2023-06-05 11:51:51",no,no,,no,1037,,,,,,no,no,,,,,-1,-1,,,no,taxable,standard,,,"a:1:{s:6:""weight"";a:6:{s:4:""name"";s:6:""weight"";s:5:""value"";s:4:""1037"";s:8:""position"";i:0;s:10:""is_visible"";i:1;s:12:""is_variation"";i:0;s:11:""is_taxonomy"";i:0;}}",7.4.1,,,0,,
39,Дежавю,,"сир вершковий, краб-крем, салат айсберг, спайсі соус, яєчний млинець, унагі соус, кунжут, рис, норі","2022-12-16 12:15:03",product,https://dev.yapposushi.com/product/dezhavyu/,39,uk,0,,119.00,119.00,,instock,,,18,,https://dev.yapposushi.com/wp-content/uploads/2022/12/Дежавю-2.png,Дежавю,,,"Рол Дежавю",https://dev.yapposushi.com/wp-content/uploads/2022/12/Дежавю-2.png,,simple,visible,"Холодні Роли",,,visible,publish,1,admin,yappo_admin@softgrowth.dev,dsfsdf,sdfsdfsdf,dezhavyu,,,0,119,closed,closed,"2023-06-05 11:11:47",no,no,,no,222,,,,,,no,no,,,,,-1,-1,,,no,taxable,standard,,,"a:1:{s:6:""weight"";a:6:{s:4:""name"";s:6:""weight"";s:5:""value"";s:3:""222"";s:8:""position"";i:0;s:10:""is_visible"";i:1;s:12:""is_variation"";i:0;s:11:""is_taxonomy"";i:0;}}",7.4.1,,,0,,
40,Делюкс,,"Шейх, Маямі, Крабік Хот міні рол, Вугор Хот, Yappo з креветками","2022-12-16 12:15:03",product,https://dev.yapposushi.com/product/delyuks/,40,uk,0,,599.00,599.00,,instock,,,46,,https://dev.yapposushi.com/wp-content/uploads/2022/12/delux_nabir.jpg,delux_nabir,,,"Набір Делюкс",https://dev.yapposushi.com/wp-content/uploads/2022/12/delux_nabir.jpg,,simple,visible,Набори,,,visible,publish,1,admin,yappo_admin@softgrowth.dev,dsfsdf,sdfsdfsdf,delyuks,,,0,20,closed,closed,"2023-04-04 11:30:22",no,no,,no,1071,,,,,,no,no,,,,,-1,-1,,,no,taxable,standard,,,"a:1:{s:6:""weight"";a:6:{s:4:""name"";s:6:""weight"";s:5:""value"";s:4:""1071"";s:8:""position"";i:0;s:10:""is_visible"";i:1;s:12:""is_variation"";i:0;s:11:""is_taxonomy"";i:0;}}",7.4.1,,,0,,
41,Джинджер,,"креветка тигрова, сир вершковий, лосось, ікра, авокадо, рис, норі.","2022-12-16 12:15:03",product,https://dev.yapposushi.com/product/dzhyndzher/,41,uk,0,,259.00,259.00,,instock,,,11,,https://dev.yapposushi.com/wp-content/uploads/2022/12/Джинджер.png,Джинджер,,,"Рол Джинджер",https://dev.yapposushi.com/wp-content/uploads/2022/12/Джинджер.png,,simple,visible,"Холодні Роли",,,visible,publish,1,admin,yappo_admin@softgrowth.dev,dsfsdf,sdfsdfsdf,dzhyndzher,,,0,73,closed,closed,"2023-06-05 10:55:30",no,no,,no,250,,,,,,no,no,,,,,-1,-1,,,no,taxable,standard,,,"a:1:{s:6:""weight"";a:6:{s:4:""name"";s:6:""weight"";s:5:""value"";s:3:""250"";s:8:""position"";i:0;s:10:""is_visible"";i:1;s:12:""is_variation"";i:0;s:11:""is_taxonomy"";i:0;}}",7.4.1,,,0,,
42,Екзотік,,"тісто рисове, сир вершковий,  ківі, банан, ананас, сироп, цукрова пудра","2022-12-16 12:15:03",product,https://dev.yapposushi.com/product/ekzotik/,42,uk,0,,109.00,109.00,,instock,,,33,,https://dev.yapposushi.com/wp-content/uploads/2022/12/ekzotik-1.jpg|https://dev.yapposushi.com/wp-content/uploads/2022/12/tropik-2.jpg,ekzotik|tropik,|,|,"Екзотік|Десерт Тропік",https://dev.yapposushi.com/wp-content/uploads/2022/12/ekzotik-1.jpg,,simple,visible,Десерти,,,visible,publish,1,admin,yappo_admin@softgrowth.dev,dsfsdf,sdfsdfsdf,ekzotik,,,0,74,closed,closed,"2023-04-04 11:30:22",no,no,,no,156,,,,,,no,no,,,,,-1,-1,,,no,taxable,standard,,,"a:1:{s:6:""weight"";a:6:{s:4:""name"";s:6:""weight"";s:5:""value"";s:3:""156"";s:8:""position"";i:0;s:10:""is_visible"";i:1;s:12:""is_variation"";i:0;s:11:""is_taxonomy"";i:0;}}",7.4.1,,,0,,
43,"Запечений міні набір",,"Крабік Хот міні рол, Лососік Хот міні рол, Мідія запечені суші","2022-12-16 12:15:03",product,https://dev.yapposushi.com/product/zapechenyj-mini-nabir/,43,uk,0,,249.00,249.00,,instock,,,52,,https://dev.yapposushi.com/wp-content/uploads/2022/12/zapecheniy_nabir.jpg,zapecheniy_nabir,,,"Набір запечений",https://dev.yapposushi.com/wp-content/uploads/2022/12/zapecheniy_nabir.jpg,,simple,visible,Набори,,,visible,publish,1,admin,yappo_admin@softgrowth.dev,dsfsdf,sdfsdfsdf,zapechenyj-mini-nabir,,,0,46,closed,closed,"2023-05-11 08:11:18",no,no,,no,380,,,,,,no,no,,,,,-1,-1,,,no,taxable,standard,,,"a:1:{s:6:""weight"";a:6:{s:4:""name"";s:6:""weight"";s:5:""value"";s:3:""380"";s:8:""position"";i:0;s:10:""is_visible"";i:1;s:12:""is_variation"";i:0;s:11:""is_taxonomy"";i:0;}}",7.4.1,,,0,,
44,"Зелений Дракон",,"сир вершковий, авокадо, вугор, тигрова креветка, унагі соус, кунжут, рис, норі.","2022-12-16 12:15:03",product,https://dev.yapposushi.com/product/zelenyj-drakon/,44,uk,0,,279.00,279.00,,instock,,,14,,https://dev.yapposushi.com/wp-content/uploads/2022/12/Зелений-Дракон.png,"Зелений Дракон",,,"Рол Зелений Дракон",https://dev.yapposushi.com/wp-content/uploads/2022/12/Зелений-Дракон.png,,simple,visible,"Холодні Роли",,,visible,publish,1,admin,yappo_admin@softgrowth.dev,dsfsdf,sdfsdfsdf,zelenyj-drakon,,,0,62,closed,closed,"2023-06-05 10:51:39",no,no,,no,272,,,,,,no,no,,,,,-1,-1,,,no,taxable,standard,,,"a:1:{s:6:""weight"";a:6:{s:4:""name"";s:6:""weight"";s:5:""value"";s:3:""272"";s:8:""position"";i:0;s:10:""is_visible"";i:1;s:12:""is_variation"";i:0;s:11:""is_taxonomy"";i:0;}}",7.4.1,,,0,,
45,"Золотий  Дракон",,"сир вершковий, вугор, лосось, тигрова креветка, ікра, унагі соус, кунжут, рис, норі","2023-03-30 06:55:03",product,https://dev.yapposushi.com/product/zolotyj-drakon/,45,uk,0,,319.00,319.00,,instock,,,18,,https://dev.yapposushi.com/wp-content/uploads/2022/12/Золотий-Дракон.png,"Золотий Дракон",,,"Рол Золотий Дракон",https://dev.yapposushi.com/wp-content/uploads/2022/12/Золотий-Дракон.png,,simple,visible,"Холодні Роли",,,visible,publish,1,admin,yappo_admin@softgrowth.dev,dsfsdf,sdfsdfsdf,zolotyj-drakon,,,0,71,closed,closed,"2023-05-05 08:58:27",no,no,,no,282,,,,,,no,no,,,,,-1,-1,,,no,taxable,standard,,,"a:1:{s:6:""weight"";a:6:{s:4:""name"";s:6:""weight"";s:5:""value"";s:3:""282"";s:8:""position"";i:0;s:10:""is_visible"";i:1;s:12:""is_variation"";i:0;s:11:""is_taxonomy"";i:0;}}",7.4.1,,,0,,
